kkkkkkk.....kkkkkkk...kkkkkk....kkkkk waanuma ofiif hunda xummurtan fakkaata!!!  ,0
Nama akkana ATGO kessa argamuun isa baay'ee nama dinqisisaa! Jabaadhu!,1
Baay'ee gaarii dha. Kun jajjabeeffamuu qaba. Garuu Ogeessota TQO irratti hojjatan hunda hirmaachisee yoo jedhe gaarii dha.,1
gariidha;garuu tot kan hin qabne akka tot qabutti hojjetaa kan ji'ota muraasa akka herreguu danda'uuttis hojjedha,1
"Jabadhaa,hojiittii jijjiraa",1
baayyee gaariidha ammallee ,1
Dhugaa dubbachuudhaaf mucaan kun badhaafamuu qaba.,1
I think kun jalqabe natii fakkata kalaqini kun itti fuufaa,1
Gammanneerra.Waanuma takkaan gaddine malee. ishii isinuu beektu siniif dhiifne.....,1
"Tattaaffiin ATGO gochaa jiru Sirni Gibiraa keenyaa karaa ammayyaa'aa,Haqa qabeessa fi Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ",1
Gaaridha,1
Maree Bareedaa ture,1
Waan namaaf taa'u bira hin taa'anuu! ,1
Galiin misoomaaf.....,1
Akkati hubannoo uumun gaariidha.garuu yeroo barreesitan dogongora qubee ofirraa eegaa.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
dhugaa dha jabaadhaa,1
Ergaa kana hawaasa kaffala gibiraaf dabarsuun gahee lammummati,1
Hubbanan gara Adda  Addaatiin kenamuun kun baay'ee gaariidha. galatoma,1
gibira dhoksuun gufuu guddinaat.,1
Leeyyoo guddaa,0
Qaaniidha!!,0
ibsa  bal'aa Osoo into kennitan gaariidha.,1
jalla'eerra,1
Gibira kanfaluun mirga osoo hin taane dirqama lammumaati,1
hubannoon Gama fb  ruin Darbaa jiru gaariidha.  itti  haa  fufnu,1
hubannoo garii kan fedhii gibiraa kafaluu ummuu dhaa,1
hojiin hubannoo akanaa kun baayee gaarii waan taheef jabaadhaa iti fufaa,1
"Jabaadha cimaa hojjedha. Haa ta'uu malee, Sirreeffamni iskeelii mindaa kan ATG hojjetamuu dhabuun isaa kan nama gaddisisu ta'ee hamilee hojjettotaa kan tuqudha.....",1
"Jabaadha cimaa hojjedhaa. Haa ta'uu malee, Sirreeffamni iskeelii mindaa kan ATG hojjetamuu dhabuun isaa kan nama gaddisisu ta'ee hamilee hojjettotaa kan tuqudha.....",1
"Baayyee namatti toltu ""Galiin Misoomaaf"".Garuu akkanatti dhama'anii osoo hojjatanuu Sirreeffamni Iskeelii mindaa ATG ilaaluu dhiisuun isaa nama gaddisiisa....",1
Labsii baasuun akkuma jirutti ta'ee qaamni labsii kana hiiku leenjii fudhachuu qaba......,1
"gaariidhaa galatoomaa!!! gara fuula duraattis qajeelfamoota,danbiifi labsiiwwan hojiirra jiran",1
Haalli hojii TGG gaggeessuuf karoorfamee iitti seename baay'ee gaariifii ,1
Haalli hojii TGG gaggeessuuf karoorfamee iitti seename baay'ee gaariidha,1
kuni sirriidha garuu dhimmi Mindaa ,1
Kan Mindaa Ni Tursitu Jechaadha,0
Kan Mindaa Ni Tursitu Jechaadha,0
Haalii ibsamee akkumaa jirutii ta'e darakeechii wantii sirresuu qabanii baayyetu jira,0
al takka takkaa faayidaa Hojjetaa ATG dubbadhaa TGG akka godinaa keenyaatti guyyumaa har'aa haalaan eegaleeraa,0
Kkkkk Amma arginneerra.gahee Amma sivil sarvaantii birootii gadi nu godhaa jirtuu dafaa achi jelatti nu naqaa.ATG maqaa qofa.,0
oduu garahojittii hiikuu yaalaa sirnii waayanee duraa isinkeessaa jiraa waan ta'ef  OBN  waamachunu keenyaa him oluu !,0
"kkkkk Qorannoon isaa kanuma """"space science"""" qorannoo hawaa ykn samii ykn nikulara omishuut ta'e !!! yoo dhibee dhibes kanuma federaa sanuu yaalaa mee kkk",0
off bekkan wajiricha keessa jira ?utuu bekkan jifte gibir bara 2009 tara 10 irra hidebihamu kan keessa midan garidhs dhuga qabidu,0
ni eeggana  sirritti qoradhaa waggaa lamaaf ammas rakkkoo hin qabu,0
Baay'ee nama gadiisisa!,0
baay'ee nama gaddisiisa yeroo hedduuf hojjetame xumure ,0
safuu oduu dhumaan gurrii nuu coomee..gaafuma kam hojii sirrii hojjeettuu laata..,0
Waa'been kanaa yoom isiin rakkisee..,0
Kkkkkk kolfan dhumnem AGTo olitii kan midhamee jiruu jiraa hin obsinee malee,0
naannoolee biroo gaditi mindeeffamuun baay'ee nama gadiisiisa itti yaadaa!!!,0
nuti hojjetaan ATG waajjiricha gad dhiifnee ba'uuf qophii xumurree jirra. ,0
nama saree fooniin gowwoomsan nu gootan! ,0
Maali Qorannoon keessan hidhumu meerkurii baradaa jirtani ?,0
maalif nu sobduuuuuuu?,0
Maal isiin ammatti funaantaan ofumaa nyaachuufi ,0
"Gurri nu coome, Itiyoophiyaan 11.2% Guddatte jedhame boolla maaliitti namme?",0
nutii hojii irratti dhiibaa hin geesinu kan hojjanuuf mootummaa kana fi ummata kanaaf waan ta'eef obsaan isin eeggchaa jiraa. ,1
rajjii kana ammumaalee Dr arganee jennee gammaadaa jiraa turee ,0
Yoomuma siniif dhugooma laata? ,0
Yoomuma siniif dhugooma laata? ,0
obsaan Aanaan goromsaa dhugaa jedhama,1
Hanga hojjetaan ATGO dameewwan isaa keessaa yaa'ee waajjirri duwwaa ta'utti obsaa jettaniiree?,0
Hamma yoomitti buddeen abjuu nu nyaachifttu? Yoomoyyu amanta sin irra hin qabnnu.,0
ATG Federaala irraa muxxannoo maaf hin fudhannee,0
Hojjataan ATGO ofii qixaa nyaata namaaf bideena qopheessa jira.,1
Hojiin ATGO keessatti hojjetamuu fi mindaan hojjetaan argacha jiru ulfaatin isa wal gituu dhabuun hojii irratti gufuu ta'era,1
"ani gama kootii akkamti akka ATGO damee  isaa jaala jiru ilaala ,keessatu ",0
Mindaan ATGO kun maqaa qofa ta'eera.Hojjataan muxannoo qixa qabu kan waajjira birootu caala.sirriitti itti yaadamuu qaba.,0
Gaariidha hatantamaan hojjotti hiikamuu qaba.,1
"kun siriidha,seeradha",0
Kana Nu Dhageesisuu Kessaniif Galatoomaa,1
Galatoomaa!!! ,1
kanumaayu nu dhageessisuu keessaniif galata guddaa qabdu,1
Yaada nuuf heeru keessanif ulfaadha jechuun barbaada. ,1
Jabaadha jara keenya hojjataan hamilee dhabaa jiraa,1
"obsaa, kan 1ffaa furameera. kaniis ittuma deemna. ",1
yaanni keessan akka yaada tti gaaridha ,0
labbsiin kun bbbbb garidhaa,1
"baayee namatti  tolaa, hubanaa daldaltotaa/maamiltoota kenyaaf midiyaanis ta'ee bifaa gara garattin keenamuu qabaa",1
Galatoom waan haara jiru ellee akkanuma ummataaf ibsaa,1
labsii baasuu fi TGG  gaggeessuun gaarii ta'ee hojjattota kana  raawwataniif maaltu yaadamee?,1
Gaariidha,1
hubannoo hawaasaa barbachisa,1
galaatooma,1
Mirga hojata ega,0
ba'aa namarratti fe'uf   karoorsu dura ba'atootaf dhihanni qopha'e ifa ta'u qaba nama lafatti wali galetu mokarra waliin baha  jette oromoon,0
kuni bar dhaabbata maqaa qofaan hojjataa jiruu rakkoon isaa kan olii kun xiqqaa isatii gibira malee ija hin qabdanii gurra rakkoo hojjaataatiin dhaggeeffattan kaayyadhaaaa,0
Hanga mirgii hojjatootaa fi caasaa magaaloota fi  ,0
Dantaa gibiraa qofa osoon tane jijiramani hojjatootaf tasifamu ilalcha kesa galchun barbachisa .,0
Caasaa fi miindaa mana hojichaa sadarkaan jiru yoo hin foyyeessin ammallee jijjiiramni hin jiru,0
anaan kan gaaffi natti ta'u.,0
Waa'ee hojii duwwaa miti waa'een faayidaa hojjetaa maaltu jedhamee?,0
Gaarii dha hata'uu malee rakkon lnni ijoon sektaraa galiiwwan kesssa jiruu dandetti rawwachisuma hojjetootatti,1
Oduundhaan Gurra Nama Bokoksuun Maal Godha? ,0
bayyee gariidha ibsii nuti hojjettooni kiraa manaa rakkachaa jirraa maaltu yaadame,1
"waan gaariidha. barumsa akkasii dabarsuun isan haa baratuu!! galatooma,! Horaa Bulaa!!",1
ta'uu baannan hojjataan seektara kana gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
baayyee gaariidha ammallee itti fuffaa hojii kana,1
mucaan kun badhaafamuu qaba.,1
kalaqini kun itti haa fuufaa,1
baay'ee gammanneerra,1
Haqa qabeessa fi Si'ataa akka ta'uuf gaheen isaa olaanaa dha. ,1
Gaaridha itti dabalaa,1
Maree Bareedaa dha,1
Waan namaaf taa'u hojjechuun gaariidhaa,1
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
bayyeessa dha jabaadhaa,1
dansa kun,1
Hubbanan gara Adda  Addaatiin kenamuun kun baay'ee gaariidha. ,1
Gallatoomaa!,1
Baay'ee nama dhiba!,0
baay'ee nama gaddisiisa ,0
gaafuma kam hojii sirrii hojjeettuu laata..,0
biyya guddiisuuf hojjechuu gaariidhaa,1
hubannoo uumun gaariidha.,1
Gaaridha ammas itti daddabalaatii waan haaraa jiru beeksisaa. ,1
bayyeessa dha jabaadhaa,1
Waa'een kanaa yoom isiinii galaa.,0
"waan gaariidha. barumsa akkasii dabarsuun isan haa baratuu!! galatooma,! Horaa Bulaa!!",1
ta'uu baannan hojjataan seektara kana gadi dhiisee baqachuu mala,0
"Jabadhaa,hojii gaariidha",1
baayyee gaariidha ammallee itti fuffaa hojii kana,1
kolfan dhumnem hin obsinee malee,0
baay'ee nama gadiisiisa itti yaadaa!!!,0
meerkurii baradaa jirtani ?,0
sobduu duwwaa,0
ofumaa nyaachuufi ,0
Itiyoophiyaan Guddatte jedhame boolla maaliitti namme?,0
nutii hojii irratti dhiibaa obsaan isin eeggchaa jiraa. ,1
Dr arganee jennee gammaadaa jiraa turee ,0
Yoomuma siniif dhugooma laata? ,0
Yoomuma siniif galaa? ,0
obsuun gaarii dha.,1
waajjirri duwwaa ta'utti obsaa jettanii,0
